3zzf NLG
6cd5 R4L
6h50 FO2
6pyd P4S
1db5 6IN
1drk RIP
1fhd 2-mer
1fsy 105
1hgt 12-mer
1jeu 3-mer
1k1n CCR
1lrh NLA
1n7t 7-mer
1nnu TCT
1o37 653
1o38 653
1pmv 537
1s9t QUS
1tr7 DEG
1uwf DEG
1xh7 R96
2ath 3EA
2b1i 93A
2c94 TSF
2d41 SNH
2etk HFS
2etr Y27
2g97 DGB
2jk9 15-mer
2mwy 15-mer
2oxd K32
2pym 1UN
2r9s 255
2rfh 23N
2v5a LZL
2v8w MGO
2wk2 3-mer
2xyd 3ES
2y1d 34F
2ydi YDI
2zq0 ACR
3cqu CQU
3dnj 10-mer
3dx2 MZB
3ipe JZE
3kb3 A8S
3m3x JS7
3n5e 8-mer
3ncg BK1
3qbh QBH
3s75 EVG
3s9t E49
3t5i 9-mer
3tdz 13-mer
3ufl 508
3uix Q17
3vf8 0JE
3wzp ZOF
4c8r 6YT
4cku P2F
4gkc RET
4gy5 17-mer
4h4d 10E
4lm5 Q17
4n3r 2GU
4nue NUE
4oew 5IO
4ow0 S88
4qy3 3G1
4w9s 3K1
5aku 29F
5dt2 5EV
5eud 5S6
5exw 7DT
5he0 453
5htc 66M
5hyq 12-mer
5j75 6GQ
5jc1 6JB
5kr8 6WE
5m34 CBY
5m6h 7J6
5mwa 8S9
5nf5 8VN
5qc4 BC7
5tjx GBT
5vcv 1N1
5w8i 9YD
5w9g KU2
5wev 9ZS
5ylv 8WX
6apz BQ4
6bgy DLJ
6fzf 14-mer
6gvi FDW
6pya P57
6q4q 8-mer
1htf G26
1tze 7-mer
2gnh H52
2xnb Y8L
3deh RXA
3e6v ABH
3kvx FMY
3zo4 QWI
4bcq TJF
4o91 NG2
4u91 11-mer
6e7r HYS
6hb7 Y3U
6hmr GE5
6qfw JR8
6qg7 6HL
1bhx R56
1me4 T10
2hxq 373
2y5g FJD
3du8 553
3ewj 642
3lco LC0
3qio QID
4kn1 04J
4l0s 1UZ
4l32 1VF
4pul 2WU
5cep 50E
5cnj 52Q
5ezz 5T6
5ku6 MZM
5mae 7KN
5mi3 GDP
5uis 8C1
6csr BHO
6ep9 BNB
6fr0 E3H
6fyp 3NG
6p3p NQJ
6q9q HUE
6rrm 9JT
1bap ARA/ARB
1ele 0QN
1g30 T87
1h3b R46
1lkk 4-mer
1os5 NH1
1q72 COC
1qyg BCG
1rv1 IMZ
1sqc LDA
1tvo FRZ
1xk9 P34
1xt8 CYS
1yw2 PGJ
2axi 10-mer
2cbr A80
2fjm 073
2iw6 QQ2
2vgp AD6
2vto LZ8
2vtq LZA
2yc3 MW5
3emh 13-mer
3f5p 741
3g42 792
3h3c P1E
3iet 9-mer
3n76 CA2
3pn4 BB2
3pz3 PZ3
3qo2 15-mer
3rul 7-mer
3s8o 5-mer
3voz 04A
3wcg BH3
4b8p 12-mer
4d85 0GU
4g16 0VM
4gye 6-mer
4hki FLN
4k3h 1OM
4nzm 0EJ
4ool 2U2
4qtn NNR
4tkg 09L
4w9q 3JP
4x9w 5-mer
4ybm 4BJ
5d7c 57W
5div 5BH
5f1v 3VN
5g1c 9RB
5ie1 6BS
5j64 6G7
5ovf AWT
5teg 8-mer
5tz3 7OM
5y6f C2E
6d5e FVG
6eox BKW
6fnj DWT
6fqo E2T
6i0c GZ5
6iam 12-mer
6iiv A90
6m95 J8S
6q7w HLQ
2vd1 D28
3aid ARQ
3pyy 3YY
5dx4 E0C
5f3e 5UO
5fh7 5XL
5mzg 2GE
5y3o 8M9
6ee3 J4V
6hmp GEW
6n5f KJ1
1cgl 0ED
2zcr B69
3c94 10-mer
3mo5 E72
3qin P1Y
3tmk T5A
4mhz PBD
4re4 IFM
4rvr 3WQ
4x1s 10-mer
5j0d 6F9
5nih 8VE
5vr8 UDX
6cis X26
6gl9 F3W
6h51 FQK
1i3z 14-mer
1xka 4PP
2c6n LPR
3oe5 611
3u3u EAH
4bco T6Q
4j4n D44
4k43 1PO
4n4s 2H1
4ui3 06R
4uvc D52
4wvl 3US
5tci 79V
5w2p 6U5
5w2q 6U5
5xgl 17-mer
5z99 SLB
6el5 PU1
6h4x FNQ
6tyz 16-mer
1b3f 3-mer
1fh8 2-mer
1jev 3-mer
1qhr 157
1sb1 165
1uz1 IFL
1v0p PVB
1vr1 10-mer
1wqv PSM
2bfq AR6
2dri RIP
2e92 M0N
2f34 UBA
2gvz ONA
2iu0 203
2jnp NGH
2r3w G3G
2vk2 GZL
2wks CB6
2x38 IC8
2xu5 XU5
2y57 V37
2yiu SMA
2ym7 YM7
2yol EBN
3f0r TSN
3fvg MS8
3fxz FLL
3hu1 AGS
3hu3 AGS
3jya LWG
3kvw IRB
3l4x NR3
3ljt LA3
3psl 6-mer
3py0 SU9
3py1 SU9
3qip P4Y
3r4n FU5
3rak 03Z
3tib LVO
3vsw R31
3zrk ZRK
3zrm ZRM
4al4 W7E
4awk CI1
4bo4 36G
4dvf 7-mer
4g4p GLN
4hn2 0EJ
4ks5 1SO
4o76 1M3
4op1 2UW
4x8v 3Z9
4yik 2O2
4yw7 4J0
4zuq 6XA
5ee8 ZXM
5ewj QEL
5f67 19-mer
5h4j FKM
5he2 F0S
5hfu 603
5j5r 6G1
5jic N7E
5kj0 6TB
5l2m 6ZY
5tyi 9-mer
5x9p 80L
5yg2 N05
6e7t HYY
6glb F48
6h4o FQH
6hcw FYB
6q6m HJW
1k1l FD3
2hwo RBS
2p3g F10
2w6n OA2
3a2c PDY
3cow 52H
3dy6 DY6
3gbb MS8
3qo3 ATP
3uyr 8-mer
4fz6 0VG
4j4o D44
4rh5 9-mer
4vgc SRD
4zzx FSU
5f3g 5UL
5w6i 12-mer
6q73 HKK
2hha 3TP
2ito IRE
3evc GTP
3evd GTP
3kbz 2T4
3wde 7-mer
4bcm T7Z
4jx7 1N6
5can 4ZB
5cqt EB3
5nra 95K
5tq6 7GV
6by8 FNV
6g3c EKT
6hu0 T86
6u8l Q1P
1a37 15-mer
1a9m U0E
1b39 ATP
1d4w 11-mer
1jbd 14-mer
1k6v XN2
1m9n XMP
1o2j 656
1o2k 656
1o4a 197
1ph0 418
1pkx XMP
1swr BTN
1vj5 CIU
2a3x CPK
2d3u CCT
2foy B30
2g78 REA
2g79 RET
2o9j CZA
2oa0 CZA
2uy0 HV1
2uzb C75
2xcn C8D
3bl0 BL0
3bu8 19-mer
3ccn LKG
3cwe 825
3e7o 35F
3ej1 5BP
3ipx B86
3jpv 1DR
3kl8 18-mer
3lir EEC
3lok DJK
3lp1 LP8
3lpj Z75
3r04 UNQ
3r0i C0K
3r1v AZB
3rz9 13-mer
3u6w KIV
3uex STE
3wdz 14-mer
3wfg WFG
3wto N2Y
4bfy ZVY
4bo8 34X
4gsy 0Y5
4i47 MY6
4imz 4-mer
4jg7 1LC
4k10 NI9
4na4 A1R
4pgd 9-mer
4po0 NPS
4pz5 16-mer
4qtl WWO
4tn2 33J
4u0e 1B0
4wm9 NXL
4wwp 3VE
4yll 4E3
5ci7 51W
5d45 57P
5f2f 5U7
5gn6 6Y0
5i58 67R
5jbi 6J8
5kkr 6U7
5km5 TR5
5lz9 7BR
5m3b CBY
5q1e 9NG
5ymx GDP
6bsk MVG
6c9v ERS
6d4t FWS
6d5h FV7
6drg 2VN
6e7u HX7
6oip MLS
6qmt J7B
6qr0 JFB
6r8q JV5
6uhv XS6
1oeb 13-mer
2weo FBW
3bh9 10-mer
3svj 4LI
4e93 GUI
4y67 RC5
2z7h GG3
3rwi 10-mer
3svv VSP
4f9w LM4
4l34 1VG
4nru 2NG
4og7 2SE
4pkb MAY
4rn4 3T7
4w4v 3H8
4wk2 6-mer
4xir 40X
5knj 6UX
5yjy 8WF
6hsz GOW
1kmv LII
1tcx IM1
2hiz LIJ
2igy A2T
3dct 064
3ho2 N32
3luo 6-mer
4i9r RET
4k9y K9Y
4odl 16-mer
4q4s S98
4qir 379
4qw4 3BV
4wyo 3W2
5am4 MVJ
5h0g OOU
5i59 67Q
6b1c C9J
1atr ADP
1bm2 7-mer
1c5c TK4
1d3v ABH
1ent 0EM
1gj8 133
1gux 9-mer
1gvw 0EM
1juj LYA
1mto F6P
1n3w MAL
1oyq T87
1r58 AO5
1u0h ONM
1x8j AOI
2anl JE2
2cng IZE
2e93 B29
2ieh MOY
2ojf 4PY
2xwd LGS
3bjc WAN
3cth 319
3exe TPP
3jzq 12-mer
3lp0 LP7
3lq5 SLQ
3p78 P78
3pn1 IVH
3qtf 05S
3r5j 6-mer
3tv4 TV4
4cg8 G8S
4dai 0J5
4i54 1C1
4jyb GNP
4loh 1SY
4pzw 2X4
4rpn PCI
5cst CDP
5fat 602
5gso 5GI
5i8b 69F
5icx 16-mer
5j5t 6G2
5j71 P35
5l13 6ZE
5lh4 6W4
5m63 7-mer
5mhq 8QT
5ncq 8T8
5qcm BVJ
5t31 75F
5v35 FAR
5vtb 15-mer
5wdj AEY
5yfz 8UO
5yqx E0K
6apv 3L4
6bl1 DWG
6bnl QWV
6ft9 E6W
6pi5 GUN
6pii GUN
2k0g CMP
3hy7 097
3r7q FAV
3t84 SG6
4li6 1XO
4nj9 2M9
4xar 40F
5ul5 8D7
5umy TNN
5usz SKE
5zag 94I
6c5t EKP
6h4w FQQ
6u26 063
1biw S80
1my4 IWD
2fme 3QC
2w54 HHR
3hv8 C2E
3t83 MG5&SG5
4att HNV
4av0 HNV
4ckr DI1
4oc4 2QN
5ajw S6L
5gn5 6XZ
5j3v 17-mer
5vgi 9DJ
5vs6 9QD
6eif B5T
6j3p B8O
6oyh NK4
2iw8 4SP
2y6s 17-mer
3l6f 15-mer
3slz 3TL
3t2v KKJ
4aza 14-mer
4bcs BTN
4es0 14-mer
4fai PBD
4fbe PBD
4w4x 3HN
5xpn 8BO
6b3e CJM
6bnk AGH
6h4p FQ5
6nji KR4
1ch8 GPX
1fki SB1
1fpc 0ZI
1gj6 132
1iep STI
1is0 4-mer
1kc5 15-mer
1kcs 15-mer
1lf3 EH5
1m74 ADP
1oth PAO
1pqc 444
1tyr REA
1unh IXM
1vru AAP
1vyj 16-mer
1yvf PH7
1zoh K44
2a2g LEO
2buc 008
2gm1 2AZ
2gvd 128
2gyi HYA
2j7g GI4
2p0d I3P
2qc6 G12
2r3k SCQ
2r3l SCW
2rjp 886
2veu IZ1
2wzf UDP-BGC
2z7i 742
2zu5 ZU5
3bbb 2-mer
3db8 1FR
3di6 PDZ
3drf 8-mer
3drg 9-mer
3dux 64U
3fsm 2NC
3g15 HC6
3g2t 13-mer
3hd3 25B
3hzy KDA&KDO
3kdm TES
3kx1 KX1
3l38 879
3l4y NR4
3l8s BFF
3m2u TXZ
3mb6 01I
3mhm J75
3pix 027
3poa 12-mer
3qaq QAQ
3qj9 QJ9
3ral 04Z
3rse 3-mer
3t82 SG4
3u9n 09H
3uvo 11-mer
3wtm N1Y
3wzn BTN
3zya 2A8
3zyu 1GH
4a7j 16-mer
4ayr IFL
4b6o 3DQ
4bo7 J2T
4bxu 15-mer
4dew LU2
4fcq 2N6
4fhi 0S4
4gs8 MGJ
4i7d 14-mer
4i7f NVE
4idt T28
4kom 4-mer
4ncm 704
4oel 2-mer
4r3c 3GF
4rfy 3OU
4riv LSA
4tsz 6-mer
4uco D41
4wq3 3SU-3SU
4x0f ROL
4ybt 4BV
4ymj 4EJ
4yve 4KK
4zlz 4RV
4zz0 3YE
5boj 4TX
5d47 L19
5edb 5M8
5ei6 5OQ
5fl4 9FK
5g22 YN4
5g2b LQY
5gvk G45
5ieo VDY
5iep VDY
5jyp ZBS
5kbq IPV
5l8c 908
5l9i SNW
5mev 7LW
5mwy YNU
5sz6 72G
5usq 8LY
5wg4 AFV
5wzu 7W3
5y6g C2E
6afl 73H
6ct7 11-mer
6d59 FVJ
6eo8 2FN
6eq7 BS8
6f94 D0H
6h4t FOW
6haz FX5
6hdq FZE
6hr2 FWZ
6msy 4-mer
6mub 5-mer
6n5g KDS
6pgp OHY
6ql3 V14
6qrd JEH
6rj2 K52
1u32 OKA
1x8b 824
2b8v 3BN
2zmd 537
3atw 5-mer
3eou PK3
3nht U46
4d8e E64
4mq2 2C4
4ux4 E9L
5byy 4WG
5d29 5Q1
5zr3 9J0
6fs1 E4Q
6hay FX8
6hhr G5E
6hti GQW
6i63 2OH
1ypj UIB
2b55 D31
2btr U73
2vwl LZH
2yj9 YJ9
2yjb YJ9
3cdb 9HI
3hv5 R24
3igp DT7
3n4b WWZ
3nzc D2O
3pbb PBD
3r92 06J
3w0l F6R
4bfd 8T3
4dum HLI
4mw9 2EJ
5bns 4VM
5f4r 5VF
5f4u 5VH
6p3u NRY
6p3v NRV
1b1h 3-mer
1wtg 3BP
2vwm LZI
3dsu FPP
3eyf 11-mer
3fxv 643
3gnv XNZ
3hyg 099
3ohf 3HF
4ajo 88N
4av4 FVQ
4fxz LEU
4jpc 1M6
4ql1 35Q
4rj3 3QS
5ai5 BSU
5ap3 AU5
5epl 6-mer
5g2n 6E2
5hz9 5M8
5vsf 9HG
5win SKE
6b2c C9Y
6h4r FQB
6hsk GOK
6st3 LUW
1gnj ACD
1nyx DRF
2aov C2M
2wti WTI
3bgp VX1
3mtw M3R
3oqf S51
3r91 06H
3shy 5FO
3t0t I30
3vfj 7-mer
3wi2 P98
3ws9 X4D
3wtl N1Y
3wtn N2Y
4lnw T3
4n6y 2HV
4p6x HCY
4tpt 35H
4yxo 4JC
5ddc 59V
5lgp 13-mer
5q13 9MD
6ezh C6H
6hmt 8-mer
6joe BWR
6qpl JC5
1b5i 3-mer
1ci7 CB3
1g7p 9-mer
1nox FMN
1xug BAB
2bq7 IID
2bub FPB
2fts 13-mer
2g1y 5IG
2h03 3UN
2jxr 2Z3
2vwy 7X5
2wer RDC
2wxo ZZP
3ahn 3A1
3aho 3A2
3i4y 35C
3q4k 6-mer
3s0d CTV
3sfh 1DI
3v7s 36F
3wch 8PH
3zhz FM7
4bhi RUJ
4e3h HQE
4eny J19
4gjc 0MJ
4h3j 10W
4hg7 NUT
4j1p 1K0
4mwy LNV
4qzs JQ1
4zsh 4XW
5bui 4V9
5fd2 5XJ
5gn9 6Y0
5gvn G6F
5lgq 11-mer
5lli 6Z3
5m5q 7K1
5nvx 4YY
5ux4 3UT
5ygi T93
5ykp OVA
6as8 BTG
6c0s EEJ
6f5h CQ5
6h41 18-mer
6i3s H28
6nfi KLP
6oim MOV
1bwn 4IP
1ui0 URA
2duv 371
2eep AIO
2q8g AZX
2zsc BTN
3fh5 24P
3k3h BYE
3po6 DT9
3s3n DLU
4cwq W2D
4dxg 4-mer
4erz 14-mer
4j3e NUT
4lxm 1YU
4mro MG0
4ui6 ECZ
4zzz FSU
5a6h OE2
5e2r 520
5ezx 5T5
5lgs 9-mer
5ur6 8KM
5uxf 2BA
5zc5 09I
5zyl 9MC
6nm4 KS7
1ydd AZM
1zsh IHP
2aei 03R
2ate NIA
2f9k ZOL
2oc4 IMH
2oji 33A
2wd3 MS4
3cl0 G39
3ryv RYV
3u7k MDB
4aom 18-mer
4bb2 STR
4ju3 1O1
4jve 1MQ
4nud NUD
4oc5 2QM
4oc6 2S1
4po7 13-mer
4qew 31P
4qkx 35V
4qmw KS1
4wmy 3S6
4xiq 40Y
5ak5 V2Z
5akl 6N8
5alh 4UA
5ali Q3B
5alp QYD
5alr 8TM
5f5z 5VY
5gs4 10-mer
5hva DUP
5hz5 65X
5mpn YE5
5zyi 9ML
6f8j CZ5
6r8r JV8
1ga9 ETP
1xpz 4TZ
2hnx PLM
2ogz U1N
2w06 FRV
3k3a G39
3rkz 06T
3rlp 3RP
3ty0 082
4daw 0H2
4emf M7G
4gdy 0X1
4u6y 15-mer
4v25 SZ6
4wag 3K7
4yw6 G0P
5dd0 13-mer
5l2s 6ZV
5t1s 76Q
5xpo 8BL
6hwv GEW
6moa JW4
6msa JY4
1lpg IMA
1yq7 RIS
2bz6 346
2of4 979
2wd1 ZZY
3er3 0EL
3f7h 419
3fqk 79Z
3gol XND
3wf5 FZ8
4awp 99A
4c1u 3-mer
4ghi 0X3
4jkt 04A
5ddb 59Q
5gsa 73K
5k0h 6PK
5lgr 12-mer
5lqq 72P
5nme 9-mer
5npb 93Z
5y8y 8PX
5zg0 9C3
6hrq GM5
1b32 3-mer
1bmm BM2
1iau 5-mer
1j81 15-mer
1lhg DI5
1o6r R19
1t4e DIZ
1vrt NVP
2b1z 17M
2e95 B75
2ewp TXF
2f7i 26C
2fou B22
2fq6 P3F
2iku LIY
2il2 LIX
2pe0 39Z
2uvm GVF
2v57 PRL
2vle DZN
2wjg GDP
2x6w 4-mer
2xx4 13I
2y34 UN9
2y6d TQJ
2yig 5EL
3ebi BEY
3hky IX6
3ouh 014
3p55 670
3s7l 591
3tfv 2CN
3udd 34M
3uo9 04A
3w55 1FM
3zdg XRX
3zo2 15I
4aof 7L0
4azg OAN
4b1c 1B1
4bbh YBN
4bny 36I
4bo5 WI4
4crd OTJ
4f7n 0SV
4hy9 12-mer
4piq 3FS
4qjr PIZ
4rad 3L5
4ryc 3ZK
4tyo 39X
4uj2 NVV
4w97 UCA
4ymx ARG
4zx8 4TY
5da3 58V
5dw1 5GD
5eec ZXM
5f3i 5UJ
5l9l GOP
5law 6SJ
5n2f 8HW
5t27 74F
5v86 8ZA
5vd2 34W
5y3n 8MF
5ypo 15-mer
6b5j CV4
6bfx DKJ
6bo6 E0V
6gxq FFZ
6hm7 GDH
6p83 O3Y
6qfe J08
6qfq J3E
6skc LH8
6uil FKS
2gmx 877
3e64 5B3
3u15 03M
3v2w ML5
4acx S8Z
4dpi 0N1
4h1m 0YJ
4ia0 5BB
4j0z 1H5
4o10 2QF
4obo 2QV
4xe1 IL5
4zx4 4TL
5djv 5BL
5k4j 6QB
5mi7 OAN
5mqy GH4
5t1w 74B
5ula 5MJ
5vc3 DB8
5vm6 9EG
5vrl 9JA
5wgd 13-mer
5x4q 7Z6
6axl 14-mer
6dpt H7M
6h4y FO8
6hgx G3T
6ht1 GQ5
6ic7 H9H
1b05 3-mer
1b52 3-mer
1gwq 9-mer
1nz7 901
1xd0 ARE
1z95 198
2pov I7B
2wey EV1
2x2r X2O
3bcn E64
3d2t 1FL
3dbs GD9
3dx4 GOO
3fe7 10-mer
3hww AKG
3kej 3EJ
3nzs NZS
3p5k P5K
3w32 W32
4bzs K26
4caf 370
4daf 0J4
4e0x KAI
4erq 14-mer
4k9h 1QU
4mgv D5I
4mwx ZMR
4ng9 2KE
4r5n 3J9
4rj6 3R0
4xjs 733
4yps 4F6
5agt A2H
5bs0 9-mer
5k0j 6P2
5nin 16-mer
5umz 13-mer
5upj UIN
5v7w 91J
5wir 15-mer
5xii 86X
6cgp F1Y
6cz4 FKY
6hth GQN
6o48 0Q4
1o39 780
1o3b 780
1o3c 780
1o3d 780
2j7d GI1
3f81 STT
3gcv SS6
3rtn RTN
3v5g 0F3
3zc5 W9Z
4arw HNR
4b6p 2HN
4d1y RBF
4jsc 1OY
4kx8 4-mer
4pte 2WF
4r5w XAV
4wk7 3PQ
4zbf 4M7
5hpm 11-mer
5lom SNW
5o8t SY9
5obg SY9
6qed HZK
6qxs UFP
1rxp 169
1xuc PB3
2hwp DJK
2pv1 7-mer
2viw D56
2vot NHV
2wou ZZF
3ddp RC8
3f3v 1BU
3ffp LC1
3n7o N7O
4afe GGY
4c1e MCO
4fgx 7-mer
4hct 18R
4ks4 1SN
4prj 2VU
4wov 3SM
4xaq 40F
5d10 563
5ehr 5OD
5i2z V24
5my8 RXZ
5q1f 9NJ
5u7o 83J
5uir 8BY
5ur5 8KP
6epz MLB
6fng DWT
6g2n O84
6h3q FMH
6huq GT5
6uf0 Q5V
1dm2 HMD
1elb 0Z4
1fch 5-mer
1nzl 8-mer
1pxn CK6
1xr9 9-mer
1z4u PH9
1zog K37
2bba 15-mer
2bxu C1D
2fci 14-mer
2fqx GMP
2hmh 11-mer
2hzi JIN
2ovq 12-mer
2p8h MY9
2qnn QN1
2r3n SCZ
2wfj 11-mer
3arp DEQ
3c49 KU8
3ff6 RCP
3fql 79Z
3h9o 9BD
3hp5 52P
3n9r TD3
3o86 BSF
3oki OKI
3qtu X44
3qtx X43
3rpv 26Z
3rt6 FWD
3tv8 DGJ
3uli 1N3
3ur0 SVR
4a9t A9T
4btw JW7
4c1t 4-mer
4eej RET
4fr3 6-mer
4gs6 1FM
4jfz 12-mer
4ko8 AGS
4l10 A63
4lwe FJ2
4no8 2LV
4pct H76
4prg 072
4qp9 35X
4ran 3L6
4xt2 43L
4y6m 48Q
5al5 JL9
5ct7 55J
5enm 5QU
5fi2 5XX
5hvs 65V
5ijp I6P
5kzp 15-mer
5mts XKA
5nqr 958
5w4v 9WA
5xih 86U
6afr 9E3
6f3e CJQ
6fcj D4W
6fgy D9W
6jn6 BY0
6mku ARG
6nfh KLM
6pys P5J
6qr7 JEK
6qsz 16-mer
6qyp JL5
6rr0 12-mer
6sfk LB8
1epp 1Z1
1f0u RPR
1oi9 N20
1xuo LA1
2wuu NHW
2xe4 4-mer
2ycr HCW
3ewh K11
3f3d MET
4ajn 88V
4bg6 10-mer
4fc0 0T2
4hvi 19S
4iva 1J5
4o9w 6-mer
4qgf 32B
4y6p R77
5t1u P6U
5ukj 3K6
6awp FVX
6ay5 C3V
6c5j PSBP
6c5k PSBP
6do5 6-mer
6f3g CJN
6u5y Q0M
1g36 R11
1o2h CR3
1p02 5-mer
1rs4 45P
2a8h 4NH
2bdf 24A
2doo C4H
2evo CT0
2i6b 89I
2jk7 BI6
2o22 LIU
2p2h 994
3el4 ROC
3rl3 5GP
3s2p PMU
3tsk QEG
3zpq XF5
4e1n TQX
4i06 X8A
4i9h 1E4
4l0b 1UT
4nks 2M2
4o0x 2OQ
4zur 7XA
4zyw G94
4zyz 3YD
5aep QUP
5bv3 M7G
5gtr 10-mer
5h9p TD2
5jmp LC7
5q18 9MY
5tks 7DL
5u28 82V
5v0n 8W4
5yjo 8W0
6dcz G5Y
6eg9 0LI
6g2l EJ8
6h52 FQN
6hhh G4Q
6hlx G9Z
6htg T61
6ijh AEO
6mdb JE1
6npt KWY
6p9e O6D
6pvx U5F
2a4g UNH
2a4q FNH
2q63 1UN
2r4b GW7
2xj2 985
3bl9 DD2
3i7b BK1
3igg EFQ
3jsw JAR
3w2q HKI
4ca4 KGM
4l0t 1V0
4mzh 9-mer
4q9m 2ZW
4rj5 3QY
5t35 759
5u7i 7XS
5v7i 8Z1
5wex 8JS
5wg5 ZSO
5zdp 9AU
6e5l HVD
6e7s HZ4
7lpr 5-mer
1fcx 184
1gi4 122
1hsl HIS
1idg 19-mer
1los UP6
1lxh 19-mer
1me3 P10
1me7 RVP
1me8 RVP
1nu1 QNO
1nxy SM2
1oiy N41
1q7a OPB
1w83 L11
1z9y FUN
2azb 3TL
2cmb F17
2j4z 626
2j7h AZF
2rip 34Q
2vew IZ3
3arf DB3
3avz 6-mer
3f19 HS6
3f7b AG5
3f7z 34O
3gdt UP6
3ips O90
3nsn TMX-CTO
3o0j 3OJ
3qsd 074
3zqi 16-mer
4app N53
4ega 0P8
4ehg RI9
4jk6 18-mer
4obq 2QT
4p90 2K0
4py1 2YK
4qy8 19-mer
4rwk 66T
4zx3 4TK
5am7 38O
5c8m 4YW
5dde 5A0
5e88 5KT
5ha1 RNE
5hoa 63K
5jf1 BB2
5jf4 6JT
5kjm 6TM
5nge 8WK
5t9z 78R
5u94 G93
5w5u 12-mer
5wh5 R91
6c7x EO7
6ndl BQX
6oi9 MQM
1s50 GLU
1xqc AEJ
2g8n F83
2nsx IFM
2pow I7C
2pqb GG9
2xii TA9
3c79 IM4
3eov 11-mer
3hdn GMG
3ig7 EFP
3k2f NKX
3lzb ITI
3mz6 B3N
3qcx 3Q2
4ark M3K
4f64 0S8
4g8n G8M
4igr 3ZA
4msk 2C8
4umn 13-mer
5i43 67M
5jf5 7JT
6c3e EJY
6cn8 7-mer
6ffg D7B
6ffs D8E
1gsz R71
1wun P5B
2pl0 STI
2q9m LK7
2wo9 068
2x9f X9F
2yek EAM
3br9 DEY
3chr 4BS
3f1a HS7
3gyn B42
3if7 SPU
3kga LX9
3odl 11-mer
3s77 EVI
3v7t 0GX
4a9s RU9
4av5 FYZ
4b73 4VA
4hw7 64M
4jmx IM2
4mbj DFS
4wz8 3W7
4za0 PAH
5bwc HBP
5g11 7H1
5hzn 66A
5i80 67B
5jf6 BB4
5kly 6UR
5ljj AD5
5q0s 9LJ
5zg3 9C6
5zyj 9ML
1fvt 106
1gvx 6-mer
1lan LEU
1ll4 3-mer
1pxm CK5
1py2 FRH
1sw2 BET
1uk1 FRQ
2ci9 12-mer
2epn NGT
2er6 7-mer
2fo4 8-mer
2fv9 002
2h6t 6-mer
2hnc 1SA
2q3z 7-mer
2r7b 253
2rkn LP3
2xng A0H
3csl HEM
3cy2 MB9
3cyu 0CR
3cyz 9OD
3dzt EAH
3hu2 AGS
3in3 472
3k99 PFT
3m35 M35
3m96 E38
3ma3 01I
3pcj INO
3q8d 10-mer
3qem QEM
3uz5 0CU
3zov WZV
4a9u A9U
4ask K0I
4avg SL6
4cfe 992
4cra XJ8
4gfm 0X2
4hxq X8A
4lte 5-mer
4lyn 1YG
4nb6 444
4nxo 2H7
4o0y 2OO
4pis 3FU
4qr5 BNM
4tmr 99S
4zy2 4TL
5a6a NGT
5aen DP8
5aph VYI
5cw8 55X
5iw0 6EP
5t4v N48
5tfx 7B1
5v3o 8W7
5wb3 GYA
5we9 GY7
6akw 8S3
6b30 CFG
6bh1 DQG
6bu1 E9S
6cje F4A
6dvo HBV
6k3l 3NG
6qef HZW
1h37 R02
1y91 CT9
2cnh IZB
3f8e TE1
3n4l 842
4a4x JUP
4avh FK9
4djx 0KQ
4dt6 6LI
4lxd 1XV
4pyy V14
5e2m V14
5if6 3QZ
5j9f 83A
5kre 6WG
5tq5 7GX
5uwf 8Q7
5ywy 7UR
6g1v E1N
6h13 FJN
6iyw IM2
6s9w L1Z
1db4 8IN
1etz GAS
1g2l T87
1oyt FSN
1y4z PCI
2gnl H52
2obo HUD
2p33 J07
2psv MUV
2wi7 2KL
3biz 61E
3cbs R12
3dpe AXB
3dpf AXB
3f2a 985
3ikg J8Z
3kec 3KE
3mww BIW
3n3g 93N
3o84 HTJ
3o96 IQO
3p3t 3M3
3qrk 9DP
3uqr 7-mer
3w69 LTZ
3wzk O23
4azb OAN
4dwg 0M8
4fm7 0UP
4ha5 13W
4i32 17-mer
4iq6 IQ6
4kn4 1RL
4mvx C13
4o0z 2RM
4od9 2RZ
4r75 S7P
4uil QI9
4w5j AP5
4y87 49E
4ybs 4BK
4yxu 4JE
5ad1 8LC
5dh4 5AV
5dyy 5HH
5j7f 6GG
5j7g 6GG
5j9y 6HL
5nxw RA9
5q0w 9LV
5t1t 76P
5tv1 IHP
5vsd 9HJ
5xmx 89L
6cki FZJ
6df2 3-mer
6g3q FO9
6hmy 6-mer
6jb0 TRE
6qc0 14-mer
1ezf IN0
1jet 3-mer
1u59 STU
1y2h 6DE
2ces GIM
2gbg 1AD
2ole KR2
2qbw 8-mer
3gcs BAX
3mhl J71
3p3r 3M1
3ua9 IWR
4gk3 L87
4og8 2SF
4xx3 70X
5a6i TCW
5eth 5RT
5ggz 6TN
5lvx 7E4/79B
5tts 7KU
6cz3 FLJ
6db3 G54
6kla DJX
6m9c 3-mer
6nrg KYY
1dhi MTX
1i72 MAO
1mrx K57
1wv7 5PI
2f8i 205
2qzr S79
2xib DFU
3arg DB6
3cz1 NBB
3gc5 2MQ
3ifo 7-mer
3p5o EAM
3q4l 6-mer
3v3b 16-mer
3veu 0GO
3vg1 0GT
4d83 0GT
4e1m TQ2
4efg RET
4hw2 19H
4hys 1BJ
4k0u 15-mer
4lmu QUE
4ly1 20Y
